Lieu de surveillance : Entité de classement;Lieu de surveillance : Entité de classement : Identifiant;Lieu de surveillance : Entité de classement : Rang du lieu;Lieu de surveillance : Entité de classement : Libellé;Lieu de surveillance : Mnémonique;Lieu de surveillance : Libellé;Coordonnées passage : Coordonnées minx;Coordonnées passage : Coordonnées maxx;Coordonnées passage : Coordonnées miny;Coordonnées passage : Coordonnées maxy;Coordonnées passage : Coordonnées redéfinies;Passage : Date;Passage : Jour;Passage : Mois;Passage : Année;Echantillon : Identifiant interne;Echantillon : Libellé du taxon support;Résultat : Code paramètre;Résultat : Libellé fraction;Résultat : Libellé méthode;Résultat : Libellé précision;Résultat : Valeur de la mesure;Résultat : Valeur qualitative;Résultat : Symbole unité de mesure associé au quintuplet;Résultat : Libellé unité de mesure associé au quintuplet;Résultat : Commentaires;Résultat : Identifiant
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;13/11/2006;13;11;2006;5348668;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1688807
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;13/11/2006;13;11;2006;5348669;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1688760
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;20/11/2006;20;11;2006;5348853;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1689651
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;20/11/2006;20;11;2006;5348854;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1689642
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;27/11/2006;27;11;2006;5349407;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1691393
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;27/11/2006;27;11;2006;5349408;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1691399
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;04/12/2006;04;12;2006;5349410;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1691406
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;04/12/2006;04;12;2006;5349411;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1691407
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;11/12/2006;11;12;2006;5349836;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1693177
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;11/12/2006;11;12;2006;5349837;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1693175
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;18/12/2006;18;12;2006;5350063;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1694465
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;18/12/2006;18;12;2006;5350064;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1694468
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;04/01/2007;04;01;2007;5352068;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1697834
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;04/01/2007;04;01;2007;5352069;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1697836
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;09/01/2007;09;01;2007;5352066;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1697830
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;09/01/2007;09;01;2007;5352067;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1697832
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;16/01/2007;16;01;2007;5352462;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1699272
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;16/01/2007;16;01;2007;5352463;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1699270
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;22/01/2007;22;01;2007;5353085;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1706311
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;22/01/2007;22;01;2007;5353086;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1706309
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;31/01/2007;31;01;2007;5353087;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1706315
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;31/01/2007;31;01;2007;5353088;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1706313
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;05/02/2007;05;02;2007;5353327;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1706746
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;05/02/2007;05;02;2007;5353328;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1706744
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;20/02/2007;20;02;2007;5353866;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1767527
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;20/02/2007;20;02;2007;5353867;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1767529
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;01/10/2007;01;10;2007;5366467;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1761308
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;01/10/2007;01;10;2007;5366468;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1761310
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;08/10/2007;08;10;2007;5367247;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1764353
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;08/10/2007;08;10;2007;5367248;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1764355
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;15/10/2007;15;10;2007;5367252;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1764363
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;23/10/2007;23;10;2007;5367730;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1766263
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;30/10/2007;30;10;2007;5373080;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1772779
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;06/11/2007;06;11;2007;5373082;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1772793
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;12/11/2007;12;11;2007;5373085;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1783182
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;21/11/2007;21;11;2007;5373175;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1773164
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;27/11/2007;27;11;2007;5373406;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1773610
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;06/12/2007;06;12;2007;5374601;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1777534
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;11/12/2007;11;12;2007;5374605;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1777550
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;17/12/2007;17;12;2007;5375554;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1781425
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;26/12/2007;26;12;2007;5375550;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1781417
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;07/01/2008;07;01;2008;5377416;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1795704
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;07/01/2008;07;01;2008;5377417;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1795706
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;11/02/2008;11;02;2008;5377418;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1795708
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;11/02/2008;11;02;2008;5377419;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1795710
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;13/10/2008;13;10;2008;60010060;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;60013114
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;13/10/2008;13;10;2008;60010061;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;60013111
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;12/11/2008;12;11;2008;60007340;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;60013139
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;12/11/2008;12;11;2008;60010081;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;60013142
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;17/12/2008;17;12;2008;60010100;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;60013177
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;17/12/2008;17;12;2008;60010101;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;60013173
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;12/01/2009;12;01;2009;60010260;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;60013401
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;12/01/2009;12;01;2009;60010261;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;60013421
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;09/02/2009;09;02;2009;60030500;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;320;;µg.kg-1;Microgramme par kilogramme;;60047303
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;09/02/2009;09;02;2009;60030501;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;320;;µg.kg-1;Microgramme par kilogramme;;60047301
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;26/10/2009;26;10;2009;60063794;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;60365241
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;26/10/2009;26;10;2009;60063795;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;60365239
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;30/11/2009;30;11;2009;60085224;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;60710327
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;30/11/2009;30;11;2009;60085225;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;60710325
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;29/12/2009;29;12;2009;60085226;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;60710331
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;29/12/2009;29;12;2009;60085227;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;60710329
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;18/01/2010;18;01;2010;60088942;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;60717891
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;18/01/2010;18;01;2010;60088943;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;60717889
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;15/02/2010;15;02;2010;60102457;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;60820962
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;15/02/2010;15;02;2010;60102458;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;60820964
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;11/10/2010;11;10;2010;60166324;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;61807944
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;11/10/2010;11;10;2010;60166325;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;61807952
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;15/11/2010;15;11;2010;60168178;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;61817808
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;15/11/2010;15;11;2010;60168179;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;61817810
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;06/12/2010;06;12;2010;60169254;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;315.0;;µg.kg-1;Microgramme par kilogramme;;61855572
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;06/12/2010;06;12;2010;60169255;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;315.0;;µg.kg-1;Microgramme par kilogramme;;61855577
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;03/01/2011;03;01;2011;60170421;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;315.0;;µg.kg-1;Microgramme par kilogramme;;61874569
Zones marines;088;35;088 - Bassin d'Arcachon;088-P-035;Grand Banc;-1.21079388;-1.21079388;44.6692931;44.6692931;0;03/01/2011;03;01;2011;60170422;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;315.0;;µg.kg-1;Microgramme par kilogramme;;61874571
Zones marines;088;46;088 - Bassin d'Arcachon;088-P-046;Grand Piquey;-1.2099129469;-1.2099129469;44.7161151739;44.7161151739;0;06/01/1993;06;01;1993;66314;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;352.00;;µg.kg-1;Microgramme par kilogramme;;158624
Zones marines;088;158;088 - Bassin d'Arcachon;088-S-158;Bassin d'Arcachon;-1.1794124177;-1.1794124177;44.7171155285;44.7171155285;1;20/01/2003;20;01;2003;5261209;Tapes;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1383638
Zones marines;089;5;089 - Côte landaise;089-P-005;Large Capbreton;-1.481228678;-1.481228678;43.6432560718;43.6432560718;0;02/01/1995;02;01;1995;66489;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;352.00;;µg.kg-1;Microgramme par kilogramme;;159129
Zones marines;089;5;089 - Côte landaise;089-P-005;Large Capbreton;-1.481228678;-1.481228678;43.6432560718;43.6432560718;0;16/01/1995;16;01;1995;66491;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;352.00;;µg.kg-1;Microgramme par kilogramme;;159137
Zones marines;089;5;089 - Côte landaise;089-P-005;Large Capbreton;-1.481228678;-1.481228678;43.6432560718;43.6432560718;0;05/02/1995;05;02;1995;66493;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;352.00;;µg.kg-1;Microgramme par kilogramme;;159144
Zones marines;090;1;090 - Lac d'Hossegor;090-P-001;Hossegor amont;-1.4300618057;-1.4300618057;43.6774239958;43.6774239958;0;09/02/1993;09;02;1993;66472;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;352.00;;µg.kg-1;Microgramme par kilogramme;;159082
Zones marines;090;4;090 - Lac d'Hossegor;090-P-004;Capbreton est;-1.4433949053;-1.4433949053;43.6544233761;43.6544233761;0;05/01/1993;05;01;1993;66473;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;352.00;;µg.kg-1;Microgramme par kilogramme;;159084
Zones marines;090;4;090 - Lac d'Hossegor;090-P-004;Capbreton est;-1.4433949053;-1.4433949053;43.6544233761;43.6544233761;0;09/02/1993;09;02;1993;66474;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;352.00;;µg.kg-1;Microgramme par kilogramme;;159086
Zones marines;090;4;090 - Lac d'Hossegor;090-P-004;Capbreton est;-1.4433949053;-1.4433949053;43.6544233761;43.6544233761;0;17/08/1993;17;08;1993;66476;Mytilus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;;352.00;;µg.kg-1;Microgramme par kilogramme;;159088
Zones marines;090;5;090 - Lac d'Hossegor;090-P-005;Hossegor;-1.4297115629;-1.4297115629;43.6658237592;43.6658237592;0;24/02/2003;24;02;2003;5262791;Crassostrea gigas;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;1388251
Zones marines;092;1;092 - Hors zone - Manche Atlantique;092-P-001;Nord ouest Guernesey;-3.3333340634;-3.3333340634;49.7833340084;49.7833340084;0;30/10/2006;30;10;2006;5352886;Aequipecten opercularis;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;332.50;;µg.kg-1;Microgramme par kilogramme;;1704123
